GHO,Indicator,PUBLISHSTATE,PUBLISH STATES,YEAR,Year,REGION,WHO region,COUNTRY,Country,Display Value,Numeric Value,Low Value,High Value,Comments
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GNQ,Equatorial Guinea, 2 600 [2 100- 3 600],2600,2100,3600,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ERI,Eritrea, 4 000 [2 500- 7 700],4000,2500,7700,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,EST,Estonia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GAB,Gabon, 3 100 [2 100- 4 500],3100,2100,4500,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GMB,Gambia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,GEO,Georgia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,DEU,Germany,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,GUY,Guyana,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,HTI,Haiti,13 000 [11 000-16 000],13000,11000,16000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,HND,Honduras,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,HUN,Hungary,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,IRL,Ireland,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ISR,Israel,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ITA,Italy,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,JAM,Jamaica,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,LAO,Lao People's Democratic Republic,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,LVA,Latvia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,LBN,Lebanon,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,LSO,Lesotho,41 000 [37 000-47 000],41000,37000,47000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,LBR,Liberia, 5 200 [4 000- 6 500],5200,4000,6500,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,MYS,Malaysia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,MDV,Maldives,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MLI,Mali,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,MLT,Malta,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,MAR,Morocco,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MOZ,Mozambique,200 000 [170 000-240 000],200000,170000,240000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,MMR,Myanmar,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,NAM,Namibia,20 000 [16 000-25 000],20000,16000,25000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,NER,Niger,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,NGA,Nigeria,440 000 [380 000-510 000],440000,380000,510000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,NOR,Norway,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,OMN,Oman,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,PAK,Pakistan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,PHL,Philippines,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,POL,Poland,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,PRT,Portugal,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,KOR,Republic of Korea,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,STP,Sao Tome and Principe,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,SEN,Senegal,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,SRB,Serbia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,SLE,Sierra Leone, 4 300 [3 400- 5 400],4300,3400,5400,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ZAF,South Africa,460 000 [410 000-520 000],460000,410000,520000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ESP,Spain,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,SDN,Sudan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,SSD,South Sudan,16 000 [11 000-23 000],16000,11000,23000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,TJK,Tajikistan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,THA,Thailand,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,TGO,Togo,19 000 [15 000-25 000],19000,15000,25000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,TTO,Trinidad and Tobago,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,GBR,United Kingdom,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,TZA,United Republic of Tanzania,230 000 [200 000-260 000],230000,200000,260000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,USA,United States of America,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,URY,Uruguay,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ZWE,Zimbabwe,200 000 [180 000-230 000],200000,180000,230000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,AFG,Afghanistan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,DZA,Algeria,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,AGO,Angola,34 000 [24 000-50 000],34000,24000,50000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,AZE,Azerbaijan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,BHS,Bahamas,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,BGD,Bangladesh,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,BRB,Barbados,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,BLR,Belarus,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,BOL,Bolivia (Plurinational State of),É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,BWA,Botswana,15 000 [14 000-16 000],15000,14000,16000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,BRA,Brazil,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,BGR,Bulgaria,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,CAN,Canada,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,CPV,Cape Verde,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,CAF,Central African Republic,20 000 [19 000-20 000],20000,19000,20000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,TCD,Chad,34 000 [28 000-41 000],34000,28000,41000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,COG,Congo,13 000 [11 000-15 000],13000,11000,15000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,CRI,Costa Rica,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,CIV,C?te d'Ivoire,61 000 [53 000-70 000],61000,53000,70000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,HRV,Croatia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,CUB,Cuba,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,DJI,Djibouti, 1 200 [<1000- 1 400],1200,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,DOM,Dominican Republic,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,ECU,Ecuador,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,EGY,Egypt,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ETH,Ethiopia,180 000 [160 000-210 000],180000,160000,210000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,FJI,Fiji,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,FIN,Finland,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,FRA,France,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GHA,Ghana,31 000 [26 000-37 000],31000,26000,37000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,GRC,Greece,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,GTM,Guatemala,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GIN,Guinea,11 000 [8 800-15 000],11000,8800,15000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GNB,Guinea-Bissau, 3 100 [2 500- 3 900],3100,2500,3900,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ISL,Iceland,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,IND,India,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,IDN,Indonesia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,JPN,Japan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,KAZ,Kazakhstan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,KEN,Kenya,220 000 [190 000-250 000],220000,190000,250000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,KGZ,Kyrgyzstan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,LTU,Lithuania,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,LUX,Luxembourg,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MDG,Madagascar,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MWI,Malawi,170 000 [150 000-200 000],170000,150000,200000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MRT,Mauritania,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MUS,Mauritius,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,MEX,Mexico,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,MNG,Mongolia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,NPL,Nepal,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,NLD,Netherlands,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,NZL,New Zealand,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,NIC,Nicaragua,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,PAN,Panama,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,PNG,Papua New Guinea, 3 500 [2 700- 4 500],3500,2700,4500,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,PRY,Paraguay,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,PER,Peru,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,MDA,Republic of Moldova,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ROU,Romania,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,RUS,Russian Federation,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,RWA,Rwanda,27 000 [22 000-32 000],27000,22000,32000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,SGP,Singapore,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,SVK,Slovakia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,SVN,Slovenia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,SOM,Somalia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,SUR,Suriname,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,SWZ,Swaziland,17 000 [15 000-19 000],17000,15000,19000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,SWE,Sweden,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,CHE,Switzerland,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,TUN,Tunisia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,TUR,Turkey,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,UGA,Uganda,190 000 [170 000-220 000],190000,170000,220000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,UKR,Ukraine,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,UZB,Uzbekistan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,VEN,Venezuela (Bolivarian Republic of),É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,VNM,Viet Nam,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,YEM,Yemen,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ZMB,Zambia,170 000 [150 000-200 000],170000,150000,200000,
